Date,DHC,FMC,REE
20020125,,,1.7921
20020128,,,1.7611
20020130,,,1.7611
20020201,,,1.6991
20020204,,,1.7301
20020206,,,1.7611
20020208,,,1.7611
20020218,,,1.7301
20020220,,,1.6991
20020222,,,1.6681
20020225,,,1.6371
20020227,,,1.6061
20020301,,,1.6371
20020304,,,1.6061
20020305,,,1.5751
20020306,,,1.5441
20020307,,,1.5193
20020308,,,1.4945
20020311,,,1.4945
20020312,,,1.5193
20020313,,,1.5441
20020314,,,1.5689
20020315,,,1.5999
20020318,,,1.5751
20020319,,,1.5441
20020320,,,1.5689
20020321,,,1.5689
20020322,,,1.5503
20020325,,,1.5813
20020326,,,1.6123
20020327,,,1.6433
20020328,,,1.6743
20020329,,,1.7053
20020401,,,1.7363
20020402,,,1.7673
20020403,,,1.7983
20020404,,,1.8231
20020405,,,1.7921
20020408,,,1.7611
20020409,,,1.7921
20020410,,,1.7921
20020411,,,1.7983
20020412,,,1.7859
20020415,,,1.7983
20020416,,,1.7983
20020417,,,1.7797
20020418,,,1.8107
20020419,,,1.8417
20020422,,,1.8417
20020423,,,1.8603
20020424,,,1.8975
20020425,,,1.9348
20020426,,,1.972
20020502,,,2.0092
20020503,,,2.0464
20020506,,,2.0836
20020507,,,2.0464
20020508,,,2.0092
20020509,,,2.0464
20020510,,,2.0836
20020513,,,2.0774
20020514,,,2.0774
20020515,,,2.0774
20020516,,,2.0774
20020517,,,2.0712
20020520,,,2.034
20020521,,,2.065
20020522,,,2.0526
20020523,,,2.0526
20020524,,,2.0526
20020527,,,2.0278
20020528,,,2.0278
20020529,,,2.0216
20020530,,,2.0278
20020531,,,2.065
20020603,,,2.096
20020604,,,2.0588
20020605,,,2.0588
20020606,,,2.0588
20020607,,,2.0588
20020610,,,2.0774
20020611,,,2.0588
20020612,,,2.0588
20020613,,,2.0402
20020614,,,2.003
20020617,,,1.9658
20020618,,,1.9286
20020619,,,1.8913
20020620,,,1.9286
20020621,,,1.9658
20020624,,,2.003
20020625,,,2.0402
20020626,,,2.0402
20020627,,,2.0464
20020628,,,2.0836
20020701,,,2.0588
20020702,,,2.065
20020703,,,2.0774
20020704,,,2.0712
20020705,,,2.0836
20020708,,,2.0712
20020709,,,2.034
20020710,,,2.034
20020711,,,2.0588
20020712,,,2.0588
20020715,,,2.0588
20020716,,,1.3767
20020717,,,1.3518
20020718,,,1.327
20020719,,,1.3022
20020722,,,1.3146
20020723,,,1.3394
20020724,,,1.3642
20020725,,,1.3394
20020726,,,1.3518
20020729,,,1.3394
20020730,,,1.3456
20020731,,,1.3332
20020801,,,1.3332
20020802,,,1.3208
20020805,,,1.3022
20020806,,,1.3022
20020807,,,1.3022
20020808,,,1.3022
20020809,,,1.2898
20020812,,,1.2836
20020813,,,1.2774
20020814,,,1.2712
20020815,,,1.2712
20020816,,,1.296
20020819,,,1.296
20020820,,,1.2712
20020821,,,1.2712
20020822,,,1.265
20020823,,,1.2588
20020826,,,1.2588
20020827,,,1.2588
20020828,,,1.2712
20020829,,,1.2712
20020830,,,1.265
20020903,,,1.2712
20020904,,,1.265
20020905,,,1.265
20020906,,,1.265
20020909,,,1.2588
20020910,,,1.2588
20020911,,,1.2588
20020912,,,1.2588
20020913,,,1.2526
20020916,,,1.2588
20020917,,,1.2526
20020918,,,1.2464
20020919,,,1.2402
20020920,,,1.2278
20020923,,,1.1968
20020924,,,1.1658
20020925,,,1.1906
20020926,,,1.203
20020927,,,1.1844
20020930,,,1.1844
20021001,,,1.1844
20021002,,,1.1906
20021003,,,1.2092
20021004,,,1.1844
20021007,,,1.1844
20021008,,,1.1782
20021009,,,1.1658
20021010,,,1.1782
20021011,,,1.1782
20021014,,,1.1782
20021015,,,1.1782
20021016,,,1.1782
20021017,,,1.172
20021018,,,1.1596
20021021,,,1.1596
20021022,,,1.172
20021023,,,1.1596
20021024,,,1.1596
20021025,,,1.1534
20021028,,,1.1534
20021029,,,1.1472
20021030,,,1.1472
20021031,,,1.1534
20021101,,,1.1534
20021104,,,1.1534
20021105,,,1.1472
20021106,,,1.1472
20021107,,,1.1658
20021108,,,1.1596
20021111,,,1.1658
20021112,,,1.172
20021113,,,1.1782
20021114,,,1.1782
20021115,,,1.172
20021118,,,1.172
20021119,,,1.1658
20021120,,,1.1658
20021121,,,1.172
20021122,,,1.172
20021125,,,1.172
20021126,,,1.172
20021127,,,1.172
20021128,,,1.1782
20021129,,,1.1782
20021202,,,1.1844
20021203,,,1.2154
20021204,,,1.2464
20021205,,,1.2526
20021206,,,1.2464
20021209,,,1.2464
20021210,,,1.2526
20021211,,,1.2526
20021212,,,1.2526
20021213,,,1.2526
20021216,,,1.2588
20021217,,,1.2712
20021218,,,1.2712
20021219,,,1.265
20021220,,,1.2402
20021223,,,1.2216
20021224,,,1.2278
20021225,,,1.2278
20021226,,,1.2402
20021227,,,1.2402
20021230,,,1.234
20021231,,,1.2278
20030102,,,1.2278
20030103,,,1.2278
20030106,,,1.2154
20030107,,,1.1658
20030108,,,1.1658
20030109,,,1.1596
20030110,,,1.1472
20030113,,,1.1348
20030114,,,1.1348
20030115,,,1.1162
20030116,,,1.11
20030117,,,1.11
20030120,,,1.1038
20030121,,,1.0976
20030122,,,1.0852
20030123,,,1.1038
20030124,,,1.11
20030127,,,1.0914
20030128,,,1.0914
20030210,,,1.0542
20030211,,,1.0046
20030212,,,0.9674
20030213,,,1.0108
20030214,,,1.0232
20030217,,,1.0232
20030218,,,0.9984
20030219,,,0.9922
20030220,,,0.9798
20030221,,,0.9674
20030224,,,1.0046
20030225,,,1.0046
20030226,,,0.986
20030227,,,0.9922
20030228,,,0.9922
20030303,,,0.9922
20030304,,,0.9922
20030305,,,0.986
20030306,,,0.9798
20030307,,,0.9798
20030310,,,0.9798
20030311,,,0.9736
20030312,,,0.9674
20030313,,,0.9612
20030314,,,0.9612
20030317,,,0.9612
20030318,,,0.9426
20030319,,,0.9302
20030320,,,0.9054
20030321,,,0.8806
20030324,,,0.8806
20030325,,,0.862
20030326,,,0.8558
20030327,,,0.8558
20030328,,,0.831
20030331,,,0.7937
20030401,,,0.7565
20030402,,,0.7937
20030403,,,0.7937
20030404,,,0.8185
20030407,,,0.8061
20030408,,,0.7813
20030409,,,0.7813
20030410,,,0.7937
20030411,,,0.8123
20030414,,,0.8061
20030415,,,0.7937
20030416,,,0.7937
20030417,,,0.831
20030418,,,0.8061
20030421,,,0.7999
20030422,,,0.7999
20030423,,,0.8061
20030424,,,0.8061
20030425,,,0.8061
20030428,,,0.8061
20030429,,,0.7999
20030505,,,0.7937
20030506,,,0.7999
20030507,,,0.8123
20030508,,,0.8185
20030509,,,0.8123
20030512,,,0.8185
20030513,,,0.8123
20030514,,,0.8061
20030515,,,0.7999
20030516,,,0.7999
20030519,,,0.7999
20030520,,,0.7937
20030521,,,0.7875
20030522,,,0.7937
20030523,,,0.7937
20030526,,,0.7937
20030527,,,0.7937
20030528,,,0.7937
20030529,,,0.7875
20030530,,,0.7875
20030602,,,0.7813
20030603,,,0.7751
20030604,,,0.7751
20030605,,,0.7813
20030606,,,0.7813
20030609,,,0.7751
20030610,,,0.7751
20030611,,,0.7751
20030612,,,0.7813
20030613,,,0.7813
20030616,,,0.7751
20030617,,,0.7689
20030618,,,0.7689
20030619,,,0.7689
20030620,,,0.7689
20030623,,,0.7565
20030624,,,0.7627
20030625,,,0.7689
20030626,,,0.7751
20030627,,,0.7689
20030630,,,0.7689
20030701,,,0.7689
20030702,,,0.7689
20030703,,,0.7689
20030704,,,0.7689
20030707,,,0.7689
20030708,,,0.7689
20030709,,,0.7627
20030710,,,0.7627
20030711,,,0.7627
20030714,,,0.7627
20030715,,,0.7627
20030716,,,0.7627
20030717,,,0.7565
20030718,,,0.7565
20030721,,,0.7565
20030722,,,0.7565
20030723,,,0.7565
20030724,,,0.7565
20030725,,,0.7565
20030728,,,0.7441
20030729,,,0.7379
20030730,,,0.7317
20030731,,,0.7317
20030801,,,0.6945
20030804,,,0.6821
20030805,,,0.6759
20030806,,,0.6635
20030807,,,0.6387
20030808,,,0.6387
20030811,,,0.6449
20030812,,,0.6511
20030813,,,0.6697
20030814,,,0.6759
20030815,,,0.6883
20030818,,,0.6945
20030819,,,0.6883
20030820,,,0.6697
20030821,,,0.6697
20030822,,,0.6697
20030825,,,0.6635
20030826,,,0.6635
20030827,,,0.6635
20030828,,,0.6697
20030829,,,0.6697
20030903,,,0.6635
20030904,,,0.6635
20030905,,,0.6573
20030908,,,0.6635
20030909,,,0.6697
20030910,,,0.6697
20030911,,,0.6697
20030912,,,0.6635
20030915,,,0.6511
20030916,,,0.6511
20030917,,,0.6573
20030918,,,0.6573
20030919,,,0.6635
20030922,,,0.6635
20030923,,,0.6635
20030924,,,0.6635
20030925,,,0.6635
20030926,,,0.6573
20030929,,,0.6573
20030930,,,0.6573
20031001,,,0.6573
20031002,,,0.6573
20031003,,,0.6573
20031006,,,0.6573
20031007,,,0.6511
20031008,,,0.6573
20031009,,,0.6511
20031010,,,0.6511
20031013,,,0.6449
20031014,,,0.6449
20031015,,,0.6449
20031016,,,0.6201
20031017,,,0.6325
20031020,,,0.6263
20031021,,,0.6263
20031022,,,0.6201
20031023,,,0.6015
20031024,,,0.6015
20031027,,,0.6139
20031028,,,0.6201
20031029,,,0.6387
20031030,,,0.6325
20031031,,,0.6325
20031103,,,0.6387
20031104,,,0.6325
20031105,,,0.6325
20031106,,,0.6387
20031107,,,0.6387
20031110,,,0.6449
20031111,,,0.6635
20031112,,,0.6945
20031113,,,0.7255
20031114,,,0.7565
20031117,,,0.7937
20031118,,,0.7627
20031119,,,0.7751
20031120,,,0.8123
20031121,,,0.8496
20031124,,,0.8868
20031125,,,0.9302
20031126,,,0.8868
20031127,,,0.8992
20031128,,,0.9302
20031201,,,0.955
20031202,,,0.9426
20031203,,,0.9302
20031204,,,0.924
20031205,,,0.9116
20031208,,,0.8868
20031209,,,0.9116
20031210,,,0.9178
20031211,,,0.9116
20031212,,,0.9116
20031215,,,0.9302
20031216,,,0.955
20031217,,,0.986
20031218,,,0.9674
20031219,,,0.9674
20031222,,,0.9736
20031223,,,0.9674
20031224,,,0.9674
20031225,,,0.9736
20031226,,,0.9736
20031229,,,0.9674
20031230,,,0.9736
20031231,,,0.986
20040105,,,1.0294
20040106,,,1.0356
20040107,,,1.048
20040108,,,1.0356
20040109,,,1.0418
20040112,,,1.0604
20040113,,,1.11
20040114,,,1.1286
20040115,,,1.1348
20040116,,,1.1906
20040127,,,1.2464
20040128,,,1.3084
20040129,,,1.3704
20040130,,,1.4263
20040202,,,1.3953
20040203,,,1.3332
20040204,,,1.3953
20040205,,,1.4263
20040206,,,1.4263
20040209,,,1.4201
20040210,,,1.4201
20040211,,,1.4201
20040212,,,1.3767
20040213,,,1.3953
20040216,,,1.3891
20040217,,,1.3642
20040218,,,1.4077
20040219,,,1.4325
20040220,,,1.5007
20040223,,,1.5751
20040224,,,1.6495
20040225,,,1.7053
20040226,,,1.6743
20040227,,,1.7487
20040301,,,1.8355
20040302,,,1.8479
20040303,,,1.7983
20040304,,,1.7177
20040305,,,1.7673
20040308,,,1.7363
20040309,,,1.6495
20040310,,,1.6867
20040311,,,1.7239
20040312,,,1.7239
20040315,,,1.7239
20040316,,,1.7177
20040317,,,1.6743
20040318,,,1.6805
20040319,,,1.6743
20040322,,,1.6619
20040323,,,1.6123
20040324,,,1.6061
20040325,,,1.6371
20040326,,,1.6681
20040329,,,1.6743
20040330,,,1.6185
20040331,,,1.6123
20040401,,,1.6247
20040402,,,1.5999
20040405,,,1.5565
20040406,,,1.5813
20040407,,,1.5751
20040408,,,1.5503
20040409,,,1.5503
20040412,,,1.5317
20040413,,,1.4883
20040414,,,1.4945
20040415,,,1.5255
20040416,,,1.5379
20040419,,,1.4945
20040420,,,1.5193
20040421,,,1.5193
20040422,,,1.5069
20040423,,,1.5255
20040426,,,1.5131
20040427,,,1.5255
20040428,,,1.5379
20040429,,,1.5441
20040504,,,1.5565
20040505,,,1.5379
20040506,,,1.5255
20040507,,,1.5255
20040510,,,1.5131
20040511,,,1.5069
20040512,,,1.5813
20040513,,,1.6061
20040514,,,1.5627
20040517,,,1.5627
20040518,,,1.5565
20040519,,,1.5627
20040520,,,1.5751
20040521,,,1.5813
20040524,,,1.6123
20040525,,,1.5999
20040526,,,1.5875
20040527,,,1.5689
20040528,,,1.5689
20040531,,,1.5751
20040601,,,1.5689
20040602,,,1.5565
20040603,,,1.5565
20040604,,,1.5441
20040607,,,1.5193
20040608,,,1.4945
20040609,,,1.5193
20040610,,,1.5317
20040611,,,1.5379
20040614,,,1.5875
20040615,,,1.5627
20040616,,,1.5503
20040617,,,1.5503
20040618,,,1.5441
20040621,,,1.5565
20040622,,,1.5503
20040623,,,1.5565
20040624,,,1.5627
20040625,,,1.5627
20040628,,,1.5627
20040629,,,1.5565
20040630,,,1.5503
20040701,,,1.5379
20040702,,,1.5441
20040705,,,1.5379
20040706,,,1.5441
20040707,,,1.5503
20040708,,,1.5503
20040709,,,1.5503
20040712,,,1.5193
20040713,,,1.5131
20040714,,,1.5131
20040715,,,1.5193
20040716,,,1.5193
20040719,,,1.5069
20040720,,,1.5007
20040721,,,1.5007
20040722,,,1.5069
20040723,,,1.4945
20040726,,,1.4759
20040727,,,1.4573
20040728,,,1.4325
20040729,,,1.4139
20040730,,,1.4325
20040802,,,1.4263
20040803,,,1.4015
20040804,,,1.3829
20040805,,,1.3642
20040806,,,1.3456
20040809,,,1.2836
20040810,,,1.3456
20040811,,,1.3518
20040812,,,1.327
20040813,,,1.3084
20040816,,,1.2898
20040817,,,1.2898
20040818,,,1.327
20040819,,,1.3642
20040820,,,1.4015
20040823,,,1.4697
20040824,,,1.4139
20040825,,,1.4201
20040826,,,1.4449
20040827,,,1.4449
20040830,,,1.4387
20040831,,,1.4263
20040901,,,1.4201
20040906,,,1.4139
20040907,,,1.4015
20040908,,,1.3891
20040909,,,1.3953
20040910,,,1.4139
20040913,,,1.4201
20040914,,,1.4139
20040915,,,1.4139
20040916,,,1.4201
20040917,,,1.4201
20040920,,,1.4015
20040921,,,1.4077
20040922,,,1.4077
20040923,,,1.4077
20040924,,,1.4077
20040927,,,1.4077
20040928,,,1.4139
20040929,,,1.4201
20040930,,,1.4263
20041001,,,1.4015
20041004,,,1.4077
20041005,,,1.4201
20041006,,,1.4263
20041007,,,1.4263
20041008,,,1.4077
20041011,,,1.4077
20041012,,,1.4015
20041013,,,1.4263
20041014,,,1.4325
20041015,,,1.4387
20041018,,,1.4635
20041019,,,1.4945
20041020,,,1.5069
20041021,,,1.4821
20041022,,,1.4697
20041025,,,1.4821
20041026,,,1.4945
20041027,,,1.5131
20041028,,,1.5007
20041029,,,1.4945
20041101,,,1.4821
20041102,,,1.4945
20041103,,,1.4883
20041104,,,1.4821
20041105,,,1.4883
20041108,,,1.4945
20041109,,,1.4883
20041110,,,1.4945
20041111,,,1.4883
20041112,,,1.4759
20041115,,,1.4821
20041116,,,1.4821
20041117,,,1.4759
20041118,,,1.4697
20041119,,,1.4697
20041122,,,1.4573
20041123,,,1.4325
20041124,,,1.4201
20041125,,,1.4263
20041126,,,1.4387
20041129,,,1.4511
20041130,,,1.4883
20041201,,,1.4821
20041202,,,1.4573
20041203,,,1.4821
20041206,,,1.4821
20041207,,,1.4821
20041208,,,1.4759
20041209,,,1.4697
20041210,,,1.4759
20041213,,,1.4821
20041214,,,1.4759
20041215,,,1.4759
20041216,,,1.4883
20041217,,,1.4821
20041220,,,1.4759
20041221,,,1.4635
20041222,,,1.4759
20041223,,,1.4821
20041224,,,1.5069
20041227,,,1.4945
20041228,,,1.4945
20041229,,,1.4883
20041230,,,1.4821
20041231,,,1.4759
20050104,,,1.4759
20050105,,,1.4759
20050106,,,1.4635
20050107,,,1.4697
20050110,,,1.4697
20050111,,,1.4759
20050112,,,1.4759
20050113,,,1.4697
20050114,,,1.4945
20050117,,,1.5131
20050118,,,1.5069
20050119,,,1.4883
20050120,,,1.4945
20050121,,,1.5069
20050124,,,1.4945
20050125,,,1.4883
20050126,,,1.4945
20050127,,,1.4883
20050128,,,1.4883
20050131,,,1.4883
20050201,,,1.4759
20050202,,,1.4759
20050203,,,1.4883
20050204,,,1.4883
20050214,,,1.4945
20050215,,,1.4945
20050216,,,1.4883
20050217,,,1.4883
20050218,,,1.4883
20050221,,,1.5007
20050222,,,1.4945
20050223,,,1.4945
20050224,,,1.4573
20050225,,,1.4635
20050228,,,1.4573
20050301,,,1.4573
20050302,,,1.4635
20050303,,,1.4635
20050304,,,1.4635
20050307,,,1.4635
20050308,,,1.4635
20050309,,,1.4635
20050310,,,1.4697
20050311,,,1.4635
20050314,,,1.4635
20050315,,,1.4759
20050316,,,1.4821
20050317,,,1.4759
20050318,,,1.4759
20050321,,,1.4883
20050322,,,1.5007
20050323,,,1.5627
20050324,,,1.5999
20050325,,,1.6061
20050328,,,1.5999
20050329,,,1.6061
20050330,,,1.6123
20050331,,,1.6743
20050401,,,1.6557
20050404,,,1.6681
20050405,,,1.6681
20050406,,,1.6495
20050407,,,1.6557
20050408,,,1.6619
20050411,,,1.6743
20050412,,,1.6743
20050413,,,1.6681
20050414,,,1.6619
20050415,,,1.6619
20050418,,,1.6557
20050419,,,1.6433
20050420,,,1.6433
20050421,,,1.6433
20050422,,,1.6557
20050425,,,1.6495
20050426,,,1.6371
20050427,,,1.6371
20050428,,,1.6309
20050429,,,1.6309
20050504,,,1.6123
20050505,,,1.6123
20050506,,,1.6247
20050509,,,1.6185
20050510,,,1.6123
20050511,,,1.6061
20050512,,,1.5999
20050513,,,1.6061
20050516,,,1.5937
20050517,,,1.5937
20050518,,,1.5937
20050519,,,1.6061
20050520,,,1.6123
20050523,,,1.5937
20050524,,,1.5999
20050525,,,1.6061
20050526,,,1.6061
20050527,,,1.5999
20050530,,,1.6061
20050531,,,1.6061
20050601,,,1.6247
20050602,,,1.6247
20050603,,,1.6309
20050606,,,1.6371
20050607,,,1.6619
20050608,,,1.6557
20050609,,,1.6557
20050610,,,1.6433
20050613,,,1.6495
20050614,,,1.6433
20050615,,,1.6433
20050616,,,1.6433
20050617,,,1.6495
20050620,,,1.6495
20050621,,,1.6433
20050622,,,1.6495
20050623,,,1.6495
20050624,,,1.6557
20050627,,,1.6557
20050628,,,1.6433
20050629,,,1.6495
20050630,,,1.6557
20050701,,,1.6557
20050704,,,1.6557
20050705,,,1.6495
20050706,,,1.6061
20050707,,,1.5999
20050708,,,1.6061
20050711,,,1.6247
20050712,,,1.6185
20050713,,,1.6185
20050714,,,1.6061
20050715,,,1.6185
20050718,,,1.6123
20050719,,,1.6123
20050720,,,1.6061
20050721,,,1.5999
20050722,,,1.5999
20050725,,,1.6061
20050726,,,1.5999
20050727,,,1.5937
20050728,,,1.5875
20050729,,,1.5937
20050801,,,1.5937
20050802,,,1.6061
20050803,,,1.6433
20050804,,,1.7239
20050805,,,1.6743
20050808,,,1.6495
20050809,,,1.6495
20050810,,,1.6619
20050811,,,1.6743
20050812,,,1.6805
20050815,,,1.6743
20050816,,,1.6619
20050817,,,1.6619
20050818,,,1.6681
20050819,,,1.6743
20050822,,,1.6867
20050823,,,1.6929
20050824,,,1.7053
20050825,,,1.7177
20050826,,,1.7177
20050829,,,1.7797
20050830,,,1.7797
20050831,,,1.7425
20050901,,,1.7549
20050905,,,1.7611
20050906,,,1.7797
20050907,,,1.8107
20050908,,,1.8293
20050909,,,1.8231
20050912,,,1.9037
20050913,,,1.9534
20050914,,,1.9472
20050915,,,1.9534
20050916,,,2.003
20050919,,,2.0898
20050920,,,2.189
20050921,,,2.0898
20050922,,,2.1704
20050923,,,2.158
20050926,,,2.1394
20050927,,,2.1208
20050928,,,2.1332
20050929,,,2.1208
20050930,,,2.2262
20051003,,,2.1518
20051004,,,2.1394
20051005,,,2.158
20051006,,,2.1704
20051007,,,2.1704
20051010,,,2.1704
20051011,,,2.158
20051012,,,2.158
20051013,,,2.1952
20051014,,,2.2324
20051017,,,2.2386
20051018,,,2.1828
20051019,,,2.1828
20051020,,,2.2138
20051021,,,2.22
20051024,,,2.2324
20051025,,,2.2262
20051026,,,2.2262
20051027,,,2.2138
20051028,,,2.22
20051031,,,2.2014
20051101,,,2.189
20051102,,,2.2014
20051103,,,2.2138
20051104,,,2.2138
20051107,,,2.2076
20051108,,,2.2014
20051109,,,2.2014
20051110,,,2.1828
20051111,,,2.1766
20051114,,,2.1766
20051115,,,2.1704
20051116,,,2.158
20051117,,,2.1394
20051118,,,2.1456
20051121,,,2.1456
20051122,,,2.1084
20051123,,,2.0774
20051124,,,2.0712
20051125,,,2.1332
20051128,,,2.1084
20051129,,,2.1084
20051130,,,2.1456
20051201,,,2.1394
20051202,,,2.1518
20051205,,,2.1394
20051206,,,2.1208
20051207,,,2.1394
20051208,,,2.1518
20051209,,,2.1518
20051212,,,2.1394
20051213,,,2.127
20051214,,,2.1394
20051215,,,2.1394
20051216,,,2.1456
20051219,,,2.127
20051220,,,2.127
20051221,,,2.127
20051222,,,2.1022
20051223,,,2.1208
20051226,,,2.1208
20051227,,,2.1208
20051228,,,2.1394
20051229,,,2.1394
20051230,,,2.1332
20060103,,,2.1084
20060104,,,2.1146
20060105,,,2.1208
20060106,,,2.1208
20060109,,,2.1146
20060110,,,2.1146
20060111,,,2.1146
20060112,,,2.1146
20060113,,,2.1208
20060117,,,2.158
20060118,,,2.2076
20060119,,,2.2448
20060120,,,2.22
20060123,,,2.2076
20060124,,,2.2076
20060125,,,2.22
20060126,,,2.2634
20060127,,,2.2634
20060206,,,2.2944
20060207,,,2.3812
20060208,,,2.4184
20060209,,,2.4122
20060210,,,2.4122
20060213,,,2.406
20060214,,,2.4432
20060215,,,2.5611
20060216,,,2.6045
20060217,,,2.6169
20060220,,,2.7471
20060221,,,2.8091
20060222,,,2.7285
20060223,,,2.7595
20060224,,,2.7595
20060227,,,2.8959
20060228,,,3.0386
20060301,,,3.1626
20060302,,,3.3176
20060303,,,3.1626
20060306,,,3.3176
20060307,,,3.3486
20060308,,,3.3176
20060309,,,3.2866
20060310,,,3.2866
20060313,,,3.4416
20060314,,,3.5346
20060315,,,3.4726
20060316,,,3.5656
20060317,,,3.7207
20060320,,,3.8757
20060321,,,3.9687
20060322,,,3.8757
20060323,,,3.8757
20060324,,,3.8757
20060327,,,4.0617
20060328,,,4.2478
20060329,,,4.4338
20060330,,,4.6508
20060331,,,4.8679
20060403,,,5.0849
20060404,,,4.8989
20060405,,,5.1159
20060406,,,5.1779
20060407,,,5.333
20060410,,,5.271
20060411,,,5.1779
20060412,,,5.333
20060413,,,5.457
20060414,,,5.457
20060417,,,5.488
20060418,,,5.519
20060419,,,5.488
20060420,,,5.55
20060421,,,5.7981
20060424,,,6.0771
20060425,,,6.3252
20060426,,,6.1391
20060427,,,5.8601
20060428,,,6.1391
20060503,,,6.2631
20060504,,,6.0771
20060505,,,6.3252
20060508,,,6.0771
20060509,,,5.7981
20060510,,,5.519
20060511,,,5.767
20060512,,,5.8911
20060515,,,6.0771
20060516,,,5.8911
20060517,,,5.8911
20060518,,,5.736
20060519,,,5.705
20060522,,,5.581
20060523,,,5.457
20060524,,,5.643
20060525,,,5.488
20060526,,,5.519
20060529,,,5.426
20060530,,,5.333
20060531,,,5.457
20060601,,,5.426
20060602,,,5.457
20060605,,,5.581
20060606,,,5.643
20060607,,,5.55
20060608,,,5.55
20060609,,,5.519
20060612,,,5.457
20060613,,,5.426
20060614,,,5.395
20060615,,,5.333
20060616,,,5.24
20060619,,,5.1469
20060620,,,4.9919
20060621,,,4.8059
20060622,,,5.0229
20060623,,,5.0849
20060626,,,4.9609
20060627,,,4.9609
20060628,,,5.0229
20060629,,,5.0849
20060630,,,5.0849
20060703,,,4.9609
20060704,,,4.8989
20060705,,,4.8989
20060706,,,4.9919
20060707,,,5.0539
20060710,,,4.9919
20060711,,,4.9609
20060712,,,4.8989
20060713,,,4.9609
20060714,,,4.9299
20060717,,,4.8369
20060718,,,4.6819
20060719,,,4.5268
20060720,,,4.7439
20060721,,,4.5578
20060724,,,4.4648
20060725,,,4.2478
20060726,,,4.2788
20060727,,,4.4028
20060728,,,4.3718
20060731,,,4.1548
20060801,,,3.9687
20060802,,,4.0927
20060803,,,4.2788
20060804,,,4.4648
20060807,,,4.3408
20060808,,,4.4958
20060809,,,4.5888
20060810,,,4.5888
20060811,,,4.7749
20060814,,,4.9919
20060815,,,4.9609
20060816,,,5.1469
20060817,,,5.0849
20060818,,,5.0229
20060821,,,5.0229
20060822,,,4.8989
20060823,,,4.9919
20060824,,,4.9919
20060825,,,5.0229
20060828,,,5.0849
20060829,,,5.1159
20060830,,,5.1469
20060831,,,5.0849
20060901,,,5.1159
20060905,,,5.271
20060906,,,5.2089
20060907,,,5.1469
20060908,,,5.1469
20060911,,,5.1159
20060912,,,5.0539
20060913,,,5.1159
20060914,,,5.0849
20060915,,,5.1469
20060918,,,5.271
20060919,,,5.457
20060920,,,5.457
20060921,,,5.426
20060922,,,5.426
20060925,,,5.55
20060926,,,5.767
20060927,,,5.674
20060928,,,5.674
20060929,,,5.674
20061002,,,5.9531
20061003,,,6.0151
20061004,,,5.9841
20061005,,,5.7981
20061006,,,5.7981
20061009,,,5.8911
20061010,,,5.8291
20061011,,,5.643
20061012,,,5.581
20061013,,,5.488
20061016,,,5.519
20061017,,,5.395
20061018,,,5.395
20061019,,,5.519
20061020,,,5.643
20061023,,,5.581
20061024,,,5.612
20061025,,,5.55
20061026,,,5.55
20061027,,,5.519
20061030,,,5.426
20061031,,,5.457
20061101,,,5.519
20061102,,,5.426
20061103,,,5.426
20061106,,,5.457
20061107,,,5.519
20061108,,,5.581
20061109,,,5.8291
20061110,,,5.643
20061113,,,5.8291
20061114,,,6.0461
20061115,,,5.9531
20061116,,,5.8911
20061117,,,6.0151
20061120,,,5.9841
20061121,,,6.2011
20061122,,,6.3872
20061123,,,6.6972
20061124,,,7.0073
20061127,,,6.6972
20061128,,,6.6972
20061129,,,6.5112
20061130,,,6.7592
20061201,,,6.6352
20061204,,,6.7592
20061205,,,7.0073
20061206,,,7.3173
20061207,,6.2002,7.6274
20061208,,6.482,7.9995
20061211,,6.7638,8.3715
20061212,,7.0926,8.2475
20061213,,7.4214,8.6196
20061214,,7.7502,8.8056
20061215,,8.126,8.9916
20061218,,8.1729,8.5576
20061219,,8.1729,8.6816
20061220,,8.2669,8.4955
20061221,,8.2669,8.1235
20061222,,7.8911,7.7514
20061225,,8.032,8.1235
20061226,,8.4078,8.1235
20061227,,8.7836,8.2475
20061228,,8.7366,8.1855
20061229,,8.3138,8.2475
20070102,,7.9381,7.9374
20070103,,8.079,8.3095
20070104,,8.4548,8.6816
20070105,,8.8775,9.1157
20070108,,9.0184,8.9916
20070109,,9.3942,9.4257
20070110,,9.0184,9.8598
20070111,,9.2063,10.2939
20070112,,9.2063,10.79
20070115,,9.2063,11.2861
20070116,,8.8305,11.3481
20070117,,8.4078,10.79
20070118,,8.4078,11.2861
20070119,,8.5017,11.8442
20070122,,8.2669,11.4101
20070123,,8.2199,11.9682
20070124,,8.1729,11.7821
20070125,,7.7972,11.8442
20070126,,8.1729,11.8442
20070129,,8.2199,12.4023
20070130,,8.4548,13.0224
20070131,,8.7366,13.3324
20070201,,8.4548,13.0224
20070202,,8.4078,13.6425
20070205,,8.1729,13.0844
20070206,,8.1729,13.7045
20070207,,8.3608,13.7045
20070208,,8.2669,13.0224
20070209,,8.1729,13.0224
20070212,,8.3608,13.6425
20070213,,8.5017,13.9525
20070214,,8.4548,14.6347
20070215,,8.5487,15.3168
20070226,,8.9714,16.0609
20070227,,9.3942,16.8051
20070228,,9.0184,17.5492
20070301,,8.5957,17.5492
20070302,,9.0184,17.3632
20070305,,9.3002,17.6732
